"field","data_id","plot","yield_tha","year","distance_to_tree_strip","tree_species","crop_unified","Latitude","Longitude","minLatitude","minLongitude","maxLatitude","maxLongitude","Area","swf_year","radius","prop_swf"
"Dornburg","signal16","D_AF_r1_4m",4.4382,2016,4,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",300,0.00984365952518819
"Dornburg","signal16","D_AF_r1_4m",4.4382,2016,4,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",350,0.0210371819960861
"Dornburg","signal16","D_AF_r1_4m",4.4382,2016,4,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",400,0.0246493837654059
"Dornburg","signal16","D_AF_r1_4m",4.4382,2016,4,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",450,0.00187160771102377
"Dornburg","signal16","D_AF_r1_4m",4.4382,2016,4,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",50,0
"Dornburg","signal16","D_AF_r1_4m",4.4382,2016,4,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",500,0.00234781150427637
"Dornburg","signal16","D_AF_r1_7m",4.42,2016,7,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",100,0
"Dornburg","signal16","D_AF_r1_7m",4.42,2016,7,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",150,0
"Dornburg","signal16","D_AF_r1_7m",4.42,2016,7,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",200,0
"Dornburg","signal16","D_AF_r1_7m",4.42,2016,7,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",250,0
"Dornburg","signal16","D_AF_r1_7m",4.42,2016,7,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",300,0.00984365952518819
"Dornburg","signal16","D_AF_r1_7m",4.42,2016,7,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",350,0.0210371819960861
"Dornburg","signal16","D_AF_r1_7m",4.42,2016,7,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",400,0.0246493837654059
"Dornburg","signal16","D_AF_r1_7m",4.42,2016,7,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",450,0.00187160771102377
"Dornburg","signal16","D_AF_r1_7m",4.42,2016,7,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",50,0
"Dornburg","signal16","D_AF_r1_7m",4.42,2016,7,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",500,0.00234781150427637
"Dornburg","signal16","D_AF_r2_1m",3.7877,2016,1,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",100,0
"Dornburg","signal16","D_AF_r2_1m",3.7877,2016,1,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",150,0
"Dornburg","signal16","D_AF_r2_1m",3.7877,2016,1,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",200,0
"Dornburg","signal16","D_AF_r2_1m",3.7877,2016,1,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",250,0
"Dornburg","signal16","D_AF_r2_1m",3.7877,2016,1,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",300,0.00984365952518819
"Dornburg","signal16","D_AF_r2_1m",3.7877,2016,1,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",350,0.0210371819960861
"Dornburg","signal16","D_AF_r2_1m",3.7877,2016,1,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",400,0.0246493837654059
"Dornburg","signal16","D_AF_r2_1m",3.7877,2016,1,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",450,0.00187160771102377
"Dornburg","signal16","D_AF_r2_1m",3.7877,2016,1,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",50,0
"Dornburg","signal16","D_AF_r2_1m",3.7877,2016,1,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",500,0.00234781150427637
"Dornburg","signal16","D_AF_r2_4m",4.9772,2016,4,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",100,0
"Dornburg","signal16","D_AF_r2_4m",4.9772,2016,4,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",150,0
"Dornburg","signal16","D_AF_r2_4m",4.9772,2016,4,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",200,0
"Dornburg","signal16","D_AF_r2_4m",4.9772,2016,4,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",250,0
"Dornburg","signal16","D_AF_r2_4m",4.9772,2016,4,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",300,0.00984365952518819
"Dornburg","signal16","D_AF_r2_4m",4.9772,2016,4,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",350,0.0210371819960861
"Dornburg","signal16","D_AF_r2_4m",4.9772,2016,4,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",400,0.0246493837654059
"Dornburg","signal16","D_AF_r2_4m",4.9772,2016,4,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",450,0.00187160771102377
"Dornburg","signal16","D_AF_r2_4m",4.9772,2016,4,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",50,0
"Dornburg","signal16","D_AF_r2_4m",4.9772,2016,4,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",500,0.00234781150427637
"Dornburg","signal16","D_AF_r2_7m",4.555,2016,7,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",100,0
"Dornburg","signal16","D_AF_r2_7m",4.555,2016,7,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",150,0
"Dornburg","signal16","D_AF_r2_7m",4.555,2016,7,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",200,0
"Dornburg","signal16","D_AF_r2_7m",4.555,2016,7,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",250,0
"Dornburg","signal16","D_AF_r2_7m",4.555,2016,7,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",300,0.00984365952518819
"Dornburg","signal16","D_AF_r2_7m",4.555,2016,7,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",350,0.0210371819960861
"Dornburg","signal16","D_AF_r2_7m",4.555,2016,7,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",400,0.0246493837654059
"Dornburg","signal16","D_AF_r2_7m",4.555,2016,7,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",450,0.00187160771102377
"Dornburg","signal16","D_AF_r2_7m",4.555,2016,7,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",50,0
"Dornburg","signal16","D_AF_r2_7m",4.555,2016,7,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",500,0.00234781150427637
"Dornburg","signal16","D_AF_r3_1m",3.8029,2016,1,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",100,0
"Dornburg","signal16","D_AF_r3_1m",3.8029,2016,1,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",150,0
"Dornburg","signal16","D_AF_r3_1m",3.8029,2016,1,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",200,0
"Dornburg","signal16","D_AF_r3_1m",3.8029,2016,1,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",250,0
"Dornburg","signal16","D_AF_r3_1m",3.8029,2016,1,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",300,0.00984365952518819
"Dornburg","signal16","D_AF_r3_1m",3.8029,2016,1,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",350,0.0210371819960861
"Dornburg","signal16","D_AF_r3_1m",3.8029,2016,1,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",400,0.0246493837654059
"Dornburg","signal16","D_AF_r3_1m",3.8029,2016,1,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",450,0.00187160771102377
"Dornburg","signal16","D_AF_r3_1m",3.8029,2016,1,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",50,0
"Dornburg","signal16","D_AF_r3_1m",3.8029,2016,1,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",500,0.00234781150427637
"Dornburg","signal16","D_AF_r3_4m",4.3534,2016,4,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",100,0
"Dornburg","signal16","D_AF_r3_4m",4.3534,2016,4,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",150,0
"Dornburg","signal16","D_AF_r3_4m",4.3534,2016,4,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",200,0
"Dornburg","signal16","D_AF_r3_4m",4.3534,2016,4,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",250,0
"Dornburg","signal16","D_AF_r3_4m",4.3534,2016,4,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",300,0.00984365952518819
"Dornburg","signal16","D_AF_r3_4m",4.3534,2016,4,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",350,0.0210371819960861
"Dornburg","signal16","D_AF_r3_4m",4.3534,2016,4,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",400,0.0246493837654059
"Dornburg","signal16","D_AF_r3_4m",4.3534,2016,4,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",450,0.00187160771102377
"Dornburg","signal16","D_AF_r3_4m",4.3534,2016,4,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",50,0
"Dornburg","signal16","D_AF_r3_4m",4.3534,2016,4,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",500,0.00234781150427637
"Dornburg","signal16","D_AF_r3_7m",4.6181,2016,7,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",100,0
"Dornburg","signal16","D_AF_r3_7m",4.6181,2016,7,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",150,0
"Dornburg","signal16","D_AF_r3_7m",4.6181,2016,7,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",200,0
"Dornburg","signal16","D_AF_r3_7m",4.6181,2016,7,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",250,0
"Dornburg","signal16","D_AF_r3_7m",4.6181,2016,7,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",300,0.00984365952518819
"Dornburg","signal16","D_AF_r3_7m",4.6181,2016,7,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",350,0.0210371819960861
"Dornburg","signal16","D_AF_r3_7m",4.6181,2016,7,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",400,0.0246493837654059
"Dornburg","signal16","D_AF_r3_7m",4.6181,2016,7,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",450,0.00187160771102377
"Dornburg","signal16","D_AF_r3_7m",4.6181,2016,7,"poplar","barley",51.013670425542,11.6444159413612,51.009302829,11.63749261,51.0171626260001,11.6538903490001,536642.463782163,"prop_swf.2015",50,0
