"year","tree_age_years","site","crop","plot","yield_straw","yield","data_id","yield_unit","distance_to_tree_strip","field","lat","lon","orientation","soil_type","tree_species","fertilizer","sample_name_db","row","transect","direction","yield_total","aspect","sd_yield","n","yield_tha","yield_straw_tha","yield_total_tha","crop_unified"
2020,6,"Dornburg_reduced","spring barley","D_AF_r6_1m",NA,44,"dornburg1823","g/m2",1,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,0.44,NA,NA,"barley"
2020,6,"Dornburg_reduced","spring barley","D_AF_r6_4m",NA,90,"dornburg1823","g/m2",4,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,NA,"barley"
2020,6,"Dornburg_reduced","spring barley","D_AF_r6_7m",NA,141,"dornburg1823","g/m2",7,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,1.41,NA,NA,"barley"
2020,6,"Dornburg_reduced","spring barley","D_AF_r6_24m",NA,212,"dornburg1823","g/m2",24,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,2.12,NA,NA,"barley"
2020,6,"Dornburg_reduced","spring barley","D_AF_r7_1m",NA,88,"dornburg1823","g/m2",1,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,0.88,NA,NA,"barley"
2020,6,"Dornburg_reduced","spring barley","D_AF_r7_4m",NA,303,"dornburg1823","g/m2",4,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,3.03,NA,NA,"barley"
2020,6,"Dornburg_reduced","spring barley","D_AF_r7_7m",NA,287,"dornburg1823","g/m2",7,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,2.87,NA,NA,"barley"
2020,6,"Dornburg_reduced","spring barley","D_AF_r7_24m",NA,350,"dornburg1823","g/m2",24,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,"barley"
2020,6,"Dornburg_reduced","spring barley","D_AF_r8_1m",NA,95,"dornburg1823","g/m2",1,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,0.95,NA,NA,"barley"
2020,6,"Dornburg_reduced","spring barley","D_AF_r8_4m",NA,161,"dornburg1823","g/m2",4,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,1.61,NA,NA,"barley"
2020,6,"Dornburg_reduced","spring barley","D_AF_r8_7m",NA,242,"dornburg1823","g/m2",7,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,2.42,NA,NA,"barley"
2020,6,"Dornburg_reduced","spring barley","D_AF_r8_24m",NA,300,"dornburg1823","g/m2",24,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,"barley"
2020,6,"Dornburg_reduced","spring barley","D_C_r5",NA,392,"dornburg1823","g/m2",NA,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,3.92,NA,NA,"barley"
2020,6,"Dornburg_reduced","spring barley","D_C_r6",NA,284,"dornburg1823","g/m2",NA,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,2.84,NA,NA,"barley"
2020,6,"Dornburg_reduced","spring barley","D_C_r7",NA,255,"dornburg1823","g/m2",NA,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,2.55,NA,NA,"barley"
2020,6,"Dornburg_reduced","spring barley","D_C_r8",NA,336,"dornburg1823","g/m2",NA,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,3.36,NA,NA,"barley"
2021,7,"Dornburg_normal","winter wheat","D_AF_r1_1m",NA,351,"dornburg1823","g/m2",1,"Dornburg",51.011111,11.646111,NA,NA,"poplar","normal",NA,NA,NA,NA,NA,NA,NA,NA,3.51,NA,NA,"wheat"
2021,7,"Dornburg_normal","winter wheat","D_AF_r1_4m",NA,548,"dornburg1823","g/m2",4,"Dornburg",51.011111,11.646111,NA,NA,"poplar","normal",NA,NA,NA,NA,NA,NA,NA,NA,5.48,NA,NA,"wheat"
2021,7,"Dornburg_normal","winter wheat","D_AF_r1_7m",NA,676,"dornburg1823","g/m2",7,"Dornburg",51.011111,11.646111,NA,NA,"poplar","normal",NA,NA,NA,NA,NA,NA,NA,NA,6.76,NA,NA,"wheat"
2021,7,"Dornburg_normal","winter wheat","D_AF_r1_18m",NA,726,"dornburg1823","g/m2",18,"Dornburg",51.011111,11.646111,NA,NA,"poplar","normal",NA,NA,NA,NA,NA,NA,NA,NA,7.26,NA,NA,"wheat"
2021,7,"Dornburg_normal","winter wheat","D_AF_r1_24m",NA,710,"dornburg1823","g/m2",24,"Dornburg",51.011111,11.646111,NA,NA,"poplar","normal",NA,NA,NA,NA,NA,NA,NA,NA,7.1,NA,NA,"wheat"
2021,7,"Dornburg_normal","winter wheat","D_AF_r2_1m",NA,435,"dornburg1823","g/m2",1,"Dornburg",51.011111,11.646111,NA,NA,"poplar","normal",NA,NA,NA,NA,NA,NA,NA,NA,4.35,NA,NA,"wheat"
2021,7,"Dornburg_normal","winter wheat","D_AF_r2_4m",NA,669,"dornburg1823","g/m2",4,"Dornburg",51.011111,11.646111,NA,NA,"poplar","normal",NA,NA,NA,NA,NA,NA,NA,NA,6.69,NA,NA,"wheat"
2021,7,"Dornburg_normal","winter wheat","D_AF_r2_7m",NA,589,"dornburg1823","g/m2",7,"Dornburg",51.011111,11.646111,NA,NA,"poplar","normal",NA,NA,NA,NA,NA,NA,NA,NA,5.89,NA,NA,"wheat"
2021,7,"Dornburg_normal","winter wheat","D_AF_r2_18m",NA,781,"dornburg1823","g/m2",18,"Dornburg",51.011111,11.646111,NA,NA,"poplar","normal",NA,NA,NA,NA,NA,NA,NA,NA,7.81,NA,NA,"wheat"
2021,7,"Dornburg_normal","winter wheat","D_AF_r2_24m",NA,711,"dornburg1823","g/m2",24,"Dornburg",51.011111,11.646111,NA,NA,"poplar","normal",NA,NA,NA,NA,NA,NA,NA,NA,7.11,NA,NA,"wheat"
2021,7,"Dornburg_normal","winter wheat","D_AF_r3_1m",NA,524,"dornburg1823","g/m2",1,"Dornburg",51.011111,11.646111,NA,NA,"poplar","normal",NA,NA,NA,NA,NA,NA,NA,NA,5.24,NA,NA,"wheat"
2021,7,"Dornburg_normal","winter wheat","D_AF_r3_4m",NA,722,"dornburg1823","g/m2",4,"Dornburg",51.011111,11.646111,NA,NA,"poplar","normal",NA,NA,NA,NA,NA,NA,NA,NA,7.22,NA,NA,"wheat"
2021,7,"Dornburg_normal","winter wheat","D_AF_r3_7m",NA,747,"dornburg1823","g/m2",7,"Dornburg",51.011111,11.646111,NA,NA,"poplar","normal",NA,NA,NA,NA,NA,NA,NA,NA,7.47,NA,NA,"wheat"
2021,7,"Dornburg_normal","winter wheat","D_AF_r3_18m",NA,725,"dornburg1823","g/m2",18,"Dornburg",51.011111,11.646111,NA,NA,"poplar","normal",NA,NA,NA,NA,NA,NA,NA,NA,7.25,NA,NA,"wheat"
2021,7,"Dornburg_normal","winter wheat","D_AF_r3_24m",NA,670,"dornburg1823","g/m2",24,"Dornburg",51.011111,11.646111,NA,NA,"poplar","normal",NA,NA,NA,NA,NA,NA,NA,NA,6.7,NA,NA,"wheat"
2021,7,"Dornburg_normal","winter wheat","D_AF_r4_1m",NA,502,"dornburg1823","g/m2",1,"Dornburg",51.011111,11.646111,NA,NA,"poplar","normal",NA,NA,NA,NA,NA,NA,NA,NA,5.02,NA,NA,"wheat"
2021,7,"Dornburg_normal","winter wheat","D_AF_r4_4m",NA,734,"dornburg1823","g/m2",4,"Dornburg",51.011111,11.646111,NA,NA,"poplar","normal",NA,NA,NA,NA,NA,NA,NA,NA,7.34,NA,NA,"wheat"
2021,7,"Dornburg_normal","winter wheat","D_AF_r4_7m",NA,731,"dornburg1823","g/m2",7,"Dornburg",51.011111,11.646111,NA,NA,"poplar","normal",NA,NA,NA,NA,NA,NA,NA,NA,7.31,NA,NA,"wheat"
2021,7,"Dornburg_normal","winter wheat","D_AF_r4_18m",NA,785,"dornburg1823","g/m2",18,"Dornburg",51.011111,11.646111,NA,NA,"poplar","normal",NA,NA,NA,NA,NA,NA,NA,NA,7.85,NA,NA,"wheat"
2021,7,"Dornburg_normal","winter wheat","D_AF_r4_24m",NA,774,"dornburg1823","g/m2",24,"Dornburg",51.011111,11.646111,NA,NA,"poplar","normal",NA,NA,NA,NA,NA,NA,NA,NA,7.74,NA,NA,"wheat"
2021,7,"Dornburg_normal","winter wheat","D_C_r1",NA,515,"dornburg1823","g/m2",NA,"Dornburg",51.011111,11.646111,NA,NA,"poplar","normal",NA,NA,NA,NA,NA,NA,NA,NA,5.15,NA,NA,"wheat"
2021,7,"Dornburg_normal","winter wheat","D_C_r2",NA,697,"dornburg1823","g/m2",NA,"Dornburg",51.011111,11.646111,NA,NA,"poplar","normal",NA,NA,NA,NA,NA,NA,NA,NA,6.97,NA,NA,"wheat"
2021,7,"Dornburg_normal","winter wheat","D_C_r3",NA,752,"dornburg1823","g/m2",NA,"Dornburg",51.011111,11.646111,NA,NA,"poplar","normal",NA,NA,NA,NA,NA,NA,NA,NA,7.52,NA,NA,"wheat"
2021,7,"Dornburg_normal","winter wheat","D_C_r4",NA,825,"dornburg1823","g/m2",NA,"Dornburg",51.011111,11.646111,NA,NA,"poplar","normal",NA,NA,NA,NA,NA,NA,NA,NA,8.25,NA,NA,"wheat"
2021,7,"Dornburg_reduced","winter wheat","D_AF_r5_1m",NA,323,"dornburg1823","g/m2",1,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,3.23,NA,NA,"wheat"
2021,7,"Dornburg_reduced","winter wheat","D_AF_r5_4m",NA,603,"dornburg1823","g/m2",4,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,6.03,NA,NA,"wheat"
2021,7,"Dornburg_reduced","winter wheat","D_AF_r5_7m",NA,666,"dornburg1823","g/m2",7,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,6.66,NA,NA,"wheat"
2021,7,"Dornburg_reduced","winter wheat","D_AF_r5_18m",NA,663,"dornburg1823","g/m2",18,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,6.63,NA,NA,"wheat"
2021,7,"Dornburg_reduced","winter wheat","D_AF_r5_24m",NA,646,"dornburg1823","g/m2",24,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,6.46,NA,NA,"wheat"
2021,7,"Dornburg_reduced","winter wheat","D_AF_r6_1m",NA,417,"dornburg1823","g/m2",1,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,4.17,NA,NA,"wheat"
2021,7,"Dornburg_reduced","winter wheat","D_AF_r6_4m",NA,548,"dornburg1823","g/m2",4,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,5.48,NA,NA,"wheat"
2021,7,"Dornburg_reduced","winter wheat","D_AF_r6_7m",NA,646,"dornburg1823","g/m2",7,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,6.46,NA,NA,"wheat"
2021,7,"Dornburg_reduced","winter wheat","D_AF_r6_18m",NA,671,"dornburg1823","g/m2",18,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,6.71,NA,NA,"wheat"
2021,7,"Dornburg_reduced","winter wheat","D_AF_r6_24m",NA,738,"dornburg1823","g/m2",24,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,7.38,NA,NA,"wheat"
2021,7,"Dornburg_reduced","winter wheat","D_AF_r7_1m",NA,311,"dornburg1823","g/m2",1,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,3.11,NA,NA,"wheat"
2021,7,"Dornburg_reduced","winter wheat","D_AF_r7_4m",NA,626,"dornburg1823","g/m2",4,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,6.26,NA,NA,"wheat"
2021,7,"Dornburg_reduced","winter wheat","D_AF_r7_7m",NA,667,"dornburg1823","g/m2",7,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,6.67,NA,NA,"wheat"
2021,7,"Dornburg_reduced","winter wheat","D_AF_r7_18m",NA,732,"dornburg1823","g/m2",18,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,7.32,NA,NA,"wheat"
2021,7,"Dornburg_reduced","winter wheat","D_AF_r7_24m",NA,703,"dornburg1823","g/m2",24,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,7.03,NA,NA,"wheat"
2021,7,"Dornburg_reduced","winter wheat","D_AF_r8_1m",NA,459,"dornburg1823","g/m2",1,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,4.59,NA,NA,"wheat"
2021,7,"Dornburg_reduced","winter wheat","D_AF_r8_4m",NA,636,"dornburg1823","g/m2",4,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,6.36,NA,NA,"wheat"
2021,7,"Dornburg_reduced","winter wheat","D_AF_r8_7m",NA,648,"dornburg1823","g/m2",7,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,6.48,NA,NA,"wheat"
2021,7,"Dornburg_reduced","winter wheat","D_AF_r8_18m",NA,677,"dornburg1823","g/m2",18,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,6.77,NA,NA,"wheat"
2021,7,"Dornburg_reduced","winter wheat","D_AF_r8_24m",NA,700,"dornburg1823","g/m2",24,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,"wheat"
2021,7,"Dornburg_reduced","winter wheat","D_C_r5",NA,721,"dornburg1823","g/m2",NA,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,7.21,NA,NA,"wheat"
2021,7,"Dornburg_reduced","winter wheat","D_C_r6",NA,639,"dornburg1823","g/m2",NA,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,6.39,NA,NA,"wheat"
2021,7,"Dornburg_reduced","winter wheat","D_C_r7",NA,638,"dornburg1823","g/m2",NA,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,6.38,NA,NA,"wheat"
2021,7,"Dornburg_reduced","winter wheat","D_C_r8",NA,650,"dornburg1823","g/m2",NA,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,6.5,NA,NA,"wheat"
2022,8,"Dornburg_normal","winter barley","D_AF_r1_1m",NA,362,"dornburg1823","g/m2",1,"Dornburg",51.011111,11.646111,NA,NA,"poplar","normal",NA,NA,NA,NA,NA,NA,NA,NA,3.62,NA,NA,"barley"
2022,8,"Dornburg_normal","winter barley","D_AF_r1_4m",NA,571,"dornburg1823","g/m2",4,"Dornburg",51.011111,11.646111,NA,NA,"poplar","normal",NA,NA,NA,NA,NA,NA,NA,NA,5.71,NA,NA,"barley"
2022,8,"Dornburg_normal","winter barley","D_AF_r1_7m",NA,700,"dornburg1823","g/m2",7,"Dornburg",51.011111,11.646111,NA,NA,"poplar","normal",NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,"barley"
2022,8,"Dornburg_normal","winter barley","D_AF_r1_18m",NA,753,"dornburg1823","g/m2",18,"Dornburg",51.011111,11.646111,NA,NA,"poplar","normal",NA,NA,NA,NA,NA,NA,NA,NA,7.53,NA,NA,"barley"
2022,8,"Dornburg_normal","winter barley","D_AF_r1_24m",NA,736,"dornburg1823","g/m2",24,"Dornburg",51.011111,11.646111,NA,NA,"poplar","normal",NA,NA,NA,NA,NA,NA,NA,NA,7.36,NA,NA,"barley"
2022,8,"Dornburg_normal","winter barley","D_AF_r2_1m",NA,451,"dornburg1823","g/m2",1,"Dornburg",51.011111,11.646111,NA,NA,"poplar","normal",NA,NA,NA,NA,NA,NA,NA,NA,4.51,NA,NA,"barley"
2022,8,"Dornburg_normal","winter barley","D_AF_r2_4m",NA,691,"dornburg1823","g/m2",4,"Dornburg",51.011111,11.646111,NA,NA,"poplar","normal",NA,NA,NA,NA,NA,NA,NA,NA,6.91,NA,NA,"barley"
2022,8,"Dornburg_normal","winter barley","D_AF_r2_7m",NA,602,"dornburg1823","g/m2",7,"Dornburg",51.011111,11.646111,NA,NA,"poplar","normal",NA,NA,NA,NA,NA,NA,NA,NA,6.02,NA,NA,"barley"
2022,8,"Dornburg_normal","winter barley","D_AF_r2_18m",NA,810,"dornburg1823","g/m2",18,"Dornburg",51.011111,11.646111,NA,NA,"poplar","normal",NA,NA,NA,NA,NA,NA,NA,NA,8.1,NA,NA,"barley"
2022,8,"Dornburg_normal","winter barley","D_AF_r2_24m",NA,735,"dornburg1823","g/m2",24,"Dornburg",51.011111,11.646111,NA,NA,"poplar","normal",NA,NA,NA,NA,NA,NA,NA,NA,7.35,NA,NA,"barley"
2022,8,"Dornburg_normal","winter barley","D_AF_r3_1m",NA,552,"dornburg1823","g/m2",1,"Dornburg",51.011111,11.646111,NA,NA,"poplar","normal",NA,NA,NA,NA,NA,NA,NA,NA,5.52,NA,NA,"barley"
2022,8,"Dornburg_normal","winter barley","D_AF_r3_4m",NA,759,"dornburg1823","g/m2",4,"Dornburg",51.011111,11.646111,NA,NA,"poplar","normal",NA,NA,NA,NA,NA,NA,NA,NA,7.59,NA,NA,"barley"
2022,8,"Dornburg_normal","winter barley","D_AF_r3_7m",NA,782,"dornburg1823","g/m2",7,"Dornburg",51.011111,11.646111,NA,NA,"poplar","normal",NA,NA,NA,NA,NA,NA,NA,NA,7.82,NA,NA,"barley"
2022,8,"Dornburg_normal","winter barley","D_AF_r3_18m",NA,753,"dornburg1823","g/m2",18,"Dornburg",51.011111,11.646111,NA,NA,"poplar","normal",NA,NA,NA,NA,NA,NA,NA,NA,7.53,NA,NA,"barley"
2022,8,"Dornburg_normal","winter barley","D_AF_r3_24m",NA,696,"dornburg1823","g/m2",24,"Dornburg",51.011111,11.646111,NA,NA,"poplar","normal",NA,NA,NA,NA,NA,NA,NA,NA,6.96,NA,NA,"barley"
2022,8,"Dornburg_normal","winter barley","D_AF_r4_1m",NA,520,"dornburg1823","g/m2",1,"Dornburg",51.011111,11.646111,NA,NA,"poplar","normal",NA,NA,NA,NA,NA,NA,NA,NA,5.2,NA,NA,"barley"
2022,8,"Dornburg_normal","winter barley","D_AF_r4_4m",NA,764,"dornburg1823","g/m2",4,"Dornburg",51.011111,11.646111,NA,NA,"poplar","normal",NA,NA,NA,NA,NA,NA,NA,NA,7.64,NA,NA,"barley"
2022,8,"Dornburg_normal","winter barley","D_AF_r4_7m",NA,758,"dornburg1823","g/m2",7,"Dornburg",51.011111,11.646111,NA,NA,"poplar","normal",NA,NA,NA,NA,NA,NA,NA,NA,7.58,NA,NA,"barley"
2022,8,"Dornburg_normal","winter barley","D_AF_r4_18m",NA,812,"dornburg1823","g/m2",18,"Dornburg",51.011111,11.646111,NA,NA,"poplar","normal",NA,NA,NA,NA,NA,NA,NA,NA,8.12,NA,NA,"barley"
2022,8,"Dornburg_normal","winter barley","D_AF_r4_24m",NA,798,"dornburg1823","g/m2",24,"Dornburg",51.011111,11.646111,NA,NA,"poplar","normal",NA,NA,NA,NA,NA,NA,NA,NA,7.98,NA,NA,"barley"
2022,8,"Dornburg_normal","winter barley","D_C_r1",NA,586.9,"dornburg1823","g/m2",NA,"Dornburg",51.011111,11.646111,NA,NA,"poplar","normal",NA,NA,NA,NA,NA,NA,NA,NA,5.869,NA,NA,"barley"
2022,8,"Dornburg_normal","winter barley","D_C_r2",NA,674.85,"dornburg1823","g/m2",NA,"Dornburg",51.011111,11.646111,NA,NA,"poplar","normal",NA,NA,NA,NA,NA,NA,NA,NA,6.7485,NA,NA,"barley"
2022,8,"Dornburg_normal","winter barley","D_C_r3",NA,782.34,"dornburg1823","g/m2",NA,"Dornburg",51.011111,11.646111,NA,NA,"poplar","normal",NA,NA,NA,NA,NA,NA,NA,NA,7.8234,NA,NA,"barley"
2022,8,"Dornburg_normal","winter barley","D_C_r4",NA,754.8831,"dornburg1823","g/m2",NA,"Dornburg",51.011111,11.646111,NA,NA,"poplar","normal",NA,NA,NA,NA,NA,NA,NA,NA,7.548831,NA,NA,"barley"
2022,8,"Dornburg_reduced","winter barley","D_AF_r5_1m",NA,339.39,"dornburg1823","g/m2",1,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,3.3939,NA,NA,"barley"
2022,8,"Dornburg_reduced","winter barley","D_AF_r5_4m",NA,630.6,"dornburg1823","g/m2",4,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,6.306,NA,NA,"barley"
2022,8,"Dornburg_reduced","winter barley","D_AF_r5_7m",NA,690.68,"dornburg1823","g/m2",7,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,6.9068,NA,NA,"barley"
2022,8,"Dornburg_reduced","winter barley","D_AF_r5_18m",NA,677.43,"dornburg1823","g/m2",18,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,6.7743,NA,NA,"barley"
2022,8,"Dornburg_reduced","winter barley","D_AF_r5_24m",NA,667.22,"dornburg1823","g/m2",24,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,6.6722,NA,NA,"barley"
2022,8,"Dornburg_reduced","winter barley","D_AF_r6_1m",NA,431.74,"dornburg1823","g/m2",1,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,4.3174,NA,NA,"barley"
2022,8,"Dornburg_reduced","winter barley","D_AF_r6_4m",NA,566.04,"dornburg1823","g/m2",4,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,5.6604,NA,NA,"barley"
2022,8,"Dornburg_reduced","winter barley","D_AF_r6_7m",NA,662.81,"dornburg1823","g/m2",7,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,6.6281,NA,NA,"barley"
2022,8,"Dornburg_reduced","winter barley","D_AF_r6_18m",NA,692.98,"dornburg1823","g/m2",18,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,6.9298,NA,NA,"barley"
2022,8,"Dornburg_reduced","winter barley","D_AF_r6_24m",NA,762.74,"dornburg1823","g/m2",24,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,7.6274,NA,NA,"barley"
2022,8,"Dornburg_reduced","winter barley","D_AF_r7_1m",NA,327.98,"dornburg1823","g/m2",1,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,3.2798,NA,NA,"barley"
2022,8,"Dornburg_reduced","winter barley","D_AF_r7_4m",NA,657.19,"dornburg1823","g/m2",4,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,6.5719,NA,NA,"barley"
2022,8,"Dornburg_reduced","winter barley","D_AF_r7_7m",NA,693.7,"dornburg1823","g/m2",7,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,6.937,NA,NA,"barley"
2022,8,"Dornburg_reduced","winter barley","D_AF_r7_18m",NA,756.23,"dornburg1823","g/m2",18,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,7.5623,NA,NA,"barley"
2022,8,"Dornburg_reduced","winter barley","D_AF_r7_24m",NA,729.39,"dornburg1823","g/m2",24,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,7.2939,NA,NA,"barley"
2022,8,"Dornburg_reduced","winter barley","D_AF_r8_1m",NA,473.12,"dornburg1823","g/m2",1,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,4.7312,NA,NA,"barley"
2022,8,"Dornburg_reduced","winter barley","D_AF_r8_4m",NA,654.92,"dornburg1823","g/m2",4,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,6.5492,NA,NA,"barley"
2022,8,"Dornburg_reduced","winter barley","D_AF_r8_7m",NA,657.14,"dornburg1823","g/m2",7,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,6.5714,NA,NA,"barley"
2022,8,"Dornburg_reduced","winter barley","D_AF_r8_18m",NA,700,"dornburg1823","g/m2",18,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,"barley"
2022,8,"Dornburg_reduced","winter barley","D_AF_r8_24m",NA,722.73,"dornburg1823","g/m2",24,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,7.2273,NA,NA,"barley"
2022,8,"Dornburg_reduced","winter barley","D_C_r5",NA,701.8728,"dornburg1823","g/m2",NA,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,7.018728,NA,NA,"barley"
2022,8,"Dornburg_reduced","winter barley","D_C_r6",NA,620.0649,"dornburg1823","g/m2",NA,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,6.200649,NA,NA,"barley"
2022,8,"Dornburg_reduced","winter barley","D_C_r7",NA,621.1395,"dornburg1823","g/m2",NA,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,6.211395,NA,NA,"barley"
2022,8,"Dornburg_reduced","winter barley","D_C_r8",NA,631.9384,"dornburg1823","g/m2",NA,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,6.319384,NA,NA,"barley"
