"year","tree_age_years","site","crop","plot","yield_straw","yield","data_id","yield_unit","distance_to_tree_strip","field","lat","lon","orientation","soil_type","tree_species","fertilizer","sample_name_db","row","transect","direction","yield_total","aspect","sd_yield","n","crop_unified","yield_tha","yield_straw_tha","yield_total_tha","harvestyear","treeage"
2023,9,"Dornburg_normal","winter oilseedrape","D_AF_r4_1m",NA,156,"dornburg1823","g/m2",1,"Dornburg",51.011111,11.646111,NA,NA,"poplar","normal",NA,NA,NA,NA,NA,NA,NA,NA,"rapeseed",1.56,NA,NA,2014,9
2023,9,"Dornburg_normal","winter oilseedrape","D_AF_r4_4m",NA,467,"dornburg1823","g/m2",4,"Dornburg",51.011111,11.646111,NA,NA,"poplar","normal",NA,NA,NA,NA,NA,NA,NA,NA,"rapeseed",4.67,NA,NA,2014,9
2023,9,"Dornburg_normal","winter oilseedrape","D_AF_r4_7m",NA,560,"dornburg1823","g/m2",7,"Dornburg",51.011111,11.646111,NA,NA,"poplar","normal",NA,NA,NA,NA,NA,NA,NA,NA,"rapeseed",5.6,NA,NA,2014,9
2023,9,"Dornburg_normal","winter oilseedrape","D_AF_r4_18m",NA,486,"dornburg1823","g/m2",18,"Dornburg",51.011111,11.646111,NA,NA,"poplar","normal",NA,NA,NA,NA,NA,NA,NA,NA,"rapeseed",4.86,NA,NA,2014,9
2023,9,"Dornburg_normal","winter oilseedrape","D_AF_r4_24m",NA,453,"dornburg1823","g/m2",24,"Dornburg",51.011111,11.646111,NA,NA,"poplar","normal",NA,NA,NA,NA,NA,NA,NA,NA,"rapeseed",4.53,NA,NA,2014,9
2023,9,"Dornburg_reduced","winter oilseedrape","D_AF_r5_1m",NA,95,"dornburg1823","g/m2",1,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,"rapeseed",0.95,NA,NA,2014,9
2023,9,"Dornburg_reduced","winter oilseedrape","D_AF_r5_4m",NA,379,"dornburg1823","g/m2",4,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,"rapeseed",3.79,NA,NA,2014,9
2023,9,"Dornburg_reduced","winter oilseedrape","D_AF_r5_7m",NA,378,"dornburg1823","g/m2",7,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,"rapeseed",3.78,NA,NA,2014,9
2023,9,"Dornburg_reduced","winter oilseedrape","D_AF_r5_18m",NA,404,"dornburg1823","g/m2",18,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,"rapeseed",4.04,NA,NA,2014,9
2023,9,"Dornburg_reduced","winter oilseedrape","D_AF_r5_24m",NA,392,"dornburg1823","g/m2",24,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,"rapeseed",3.92,NA,NA,2014,9
2023,9,"Dornburg_reduced","winter oilseedrape","D_AF_r6_1m",NA,204,"dornburg1823","g/m2",1,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,"rapeseed",2.04,NA,NA,2014,9
2023,9,"Dornburg_reduced","winter oilseedrape","D_AF_r6_4m",NA,334,"dornburg1823","g/m2",4,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,"rapeseed",3.34,NA,NA,2014,9
2023,9,"Dornburg_reduced","winter oilseedrape","D_AF_r6_18m",NA,387,"dornburg1823","g/m2",18,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,"rapeseed",3.87,NA,NA,2014,9
2023,9,"Dornburg_reduced","winter oilseedrape","D_AF_r6_24m",NA,429,"dornburg1823","g/m2",24,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,"rapeseed",4.29,NA,NA,2014,9
2023,9,"Dornburg_reduced","winter oilseedrape","D_AF_r7_1m",NA,221,"dornburg1823","g/m2",1,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,"rapeseed",2.21,NA,NA,2014,9
2023,9,"Dornburg_reduced","winter oilseedrape","D_AF_r7_4m",NA,397,"dornburg1823","g/m2",4,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,"rapeseed",3.97,NA,NA,2014,9
2023,9,"Dornburg_reduced","winter oilseedrape","D_AF_r7_7m",NA,399,"dornburg1823","g/m2",7,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,"rapeseed",3.99,NA,NA,2014,9
2023,9,"Dornburg_reduced","winter oilseedrape","D_AF_r7_18m",NA,442,"dornburg1823","g/m2",18,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,"rapeseed",4.42,NA,NA,2014,9
2023,9,"Dornburg_reduced","winter oilseedrape","D_AF_r7_24m",NA,422,"dornburg1823","g/m2",24,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,"rapeseed",4.22,NA,NA,2014,9
2023,9,"Dornburg_reduced","winter oilseedrape","D_AF_r8_1m",NA,171,"dornburg1823","g/m2",1,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,"rapeseed",1.71,NA,NA,2014,9
2023,9,"Dornburg_reduced","winter oilseedrape","D_AF_r8_4m",NA,347,"dornburg1823","g/m2",4,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,"rapeseed",3.47,NA,NA,2014,9
2023,9,"Dornburg_reduced","winter oilseedrape","D_AF_r8_18m",NA,441,"dornburg1823","g/m2",18,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,"rapeseed",4.41,NA,NA,2014,9
2023,9,"Dornburg_reduced","winter oilseedrape","D_AF_r8_24m",NA,468,"dornburg1823","g/m2",24,"Dornburg",51.011111,11.646111,NA,NA,"poplar","reduced",NA,NA,NA,NA,NA,NA,NA,NA,"rapeseed",4.68,NA,NA,2014,9
2019,1,"Vechta","silage maize","V_AF_r1_1m",NA,2002,"dornburg1823","g/m2",1,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"maize",20.02,NA,NA,2018,1
2019,1,"Vechta","silage maize","V_AF_r1_7m",NA,2252,"dornburg1823","g/m2",7,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"maize",22.52,NA,NA,2018,1
2019,1,"Vechta","silage maize","V_AF_r1_24m",NA,2760,"dornburg1823","g/m2",24,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"maize",27.6,NA,NA,2018,1
2019,1,"Vechta","silage maize","V_AF_r2_1m",NA,1977,"dornburg1823","g/m2",1,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"maize",19.77,NA,NA,2018,1
2019,1,"Vechta","silage maize","V_AF_r2_7m",NA,1790,"dornburg1823","g/m2",7,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"maize",17.9,NA,NA,2018,1
2019,1,"Vechta","silage maize","V_AF_r2_24m",NA,1573,"dornburg1823","g/m2",24,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"maize",15.73,NA,NA,2018,1
2019,1,"Vechta","silage maize","V_AF_r3_1m",NA,2933,"dornburg1823","g/m2",1,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"maize",29.33,NA,NA,2018,1
2019,1,"Vechta","silage maize","V_AF_r3_7m",NA,2459,"dornburg1823","g/m2",7,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"maize",24.59,NA,NA,2018,1
2019,1,"Vechta","silage maize","V_AF_r3_24m",NA,2527,"dornburg1823","g/m2",24,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"maize",25.27,NA,NA,2018,1
2019,1,"Vechta","silage maize","V_AF_r4_1m",NA,2011,"dornburg1823","g/m2",1,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"maize",20.11,NA,NA,2018,1
2019,1,"Vechta","silage maize","V_AF_r4_7m",NA,2226,"dornburg1823","g/m2",7,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"maize",22.26,NA,NA,2018,1
2019,1,"Vechta","silage maize","V_AF_r4_24m",NA,2602,"dornburg1823","g/m2",24,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"maize",26.02,NA,NA,2018,1
2020,2,"Vechta","winter rye","V_AF_r1_1m",NA,499,"dornburg1823","g/m2",1,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rye",4.99,NA,NA,2018,2
2020,2,"Vechta","winter rye","V_AF_r1_7m",NA,585,"dornburg1823","g/m2",7,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rye",5.85,NA,NA,2018,2
2020,2,"Vechta","winter rye","V_AF_r1_24m",NA,515,"dornburg1823","g/m2",24,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rye",5.15,NA,NA,2018,2
2020,2,"Vechta","winter rye","V_AF_r2_1m",NA,375,"dornburg1823","g/m2",1,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rye",3.75,NA,NA,2018,2
2020,2,"Vechta","winter rye","V_AF_r2_7m",NA,438,"dornburg1823","g/m2",7,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rye",4.38,NA,NA,2018,2
2020,2,"Vechta","winter rye","V_AF_r2_24m",NA,507,"dornburg1823","g/m2",24,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rye",5.07,NA,NA,2018,2
2020,2,"Vechta","winter rye","V_AF_r3_1m",NA,452,"dornburg1823","g/m2",1,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rye",4.52,NA,NA,2018,2
2020,2,"Vechta","winter rye","V_AF_r3_7m",NA,560,"dornburg1823","g/m2",7,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rye",5.6,NA,NA,2018,2
2020,2,"Vechta","winter rye","V_AF_r3_24m",NA,579,"dornburg1823","g/m2",24,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rye",5.79,NA,NA,2018,2
2020,2,"Vechta","winter rye","V_AF_r4_1m",NA,518,"dornburg1823","g/m2",1,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rye",5.18,NA,NA,2018,2
2020,2,"Vechta","winter rye","V_AF_r4_7m",NA,541,"dornburg1823","g/m2",7,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rye",5.41,NA,NA,2018,2
2020,2,"Vechta","winter rye","V_AF_r4_24m",NA,585,"dornburg1823","g/m2",24,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rye",5.85,NA,NA,2018,2
2021,3,"Vechta","potato","V_AF_r1_1m",NA,894.92,"dornburg1823","g/m2",1,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"potato",8.9492,NA,NA,2018,3
2021,3,"Vechta","potato","V_AF_r1_4m",NA,1219.5,"dornburg1823","g/m2",4,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"potato",12.195,NA,NA,2018,3
2021,3,"Vechta","potato","V_AF_r1_7m",NA,990.71,"dornburg1823","g/m2",7,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"potato",9.9071,NA,NA,2018,3
2021,3,"Vechta","potato","V_AF_r1_18m",NA,1338.63,"dornburg1823","g/m2",18,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"potato",13.3863,NA,NA,2018,3
2021,3,"Vechta","potato","V_AF_r1_18m",NA,1135.56,"dornburg1823","g/m2",18,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"potato",11.3556,NA,NA,2018,3
2021,3,"Vechta","potato","V_AF_r1_18m",NA,1211.17,"dornburg1823","g/m2",18,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"potato",12.1117,NA,NA,2018,3
2021,3,"Vechta","potato","V_AF_r1_18m",NA,1245.94,"dornburg1823","g/m2",18,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"potato",12.4594,NA,NA,2018,3
2021,3,"Vechta","potato","V_AF_r1_24m",NA,1005.12,"dornburg1823","g/m2",24,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"potato",10.0512,NA,NA,2018,3
2021,3,"Vechta","potato","V_AF_r2_1m",NA,1159,"dornburg1823","g/m2",1,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"potato",11.59,NA,NA,2018,3
2021,3,"Vechta","potato","V_AF_r2_4m",NA,1107.14,"dornburg1823","g/m2",4,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"potato",11.0714,NA,NA,2018,3
2021,3,"Vechta","potato","V_AF_r2_7m",NA,1021.26,"dornburg1823","g/m2",7,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"potato",10.2126,NA,NA,2018,3
2021,3,"Vechta","potato","V_AF_r2_24m",NA,1235.81,"dornburg1823","g/m2",24,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"potato",12.3581,NA,NA,2018,3
2021,3,"Vechta","potato","V_AF_r3_1m",NA,881.84,"dornburg1823","g/m2",1,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"potato",8.8184,NA,NA,2018,3
2021,3,"Vechta","potato","V_AF_r3_4m",NA,1201.96,"dornburg1823","g/m2",4,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"potato",12.0196,NA,NA,2018,3
2021,3,"Vechta","potato","V_AF_r3_7m",NA,1058.41,"dornburg1823","g/m2",7,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"potato",10.5841,NA,NA,2018,3
2021,3,"Vechta","potato","V_AF_r3_24m",NA,1165.93,"dornburg1823","g/m2",24,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"potato",11.6593,NA,NA,2018,3
2021,3,"Vechta","potato","V_AF_r4_1m",NA,848.82,"dornburg1823","g/m2",1,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"potato",8.4882,NA,NA,2018,3
2021,3,"Vechta","potato","V_AF_r4_4m",NA,1138.9,"dornburg1823","g/m2",4,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"potato",11.389,NA,NA,2018,3
2021,3,"Vechta","potato","V_AF_r4_7m",NA,1132.53,"dornburg1823","g/m2",7,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"potato",11.3253,NA,NA,2018,3
2021,3,"Vechta","potato","V_AF_r4_24m",NA,1132.9,"dornburg1823","g/m2",24,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"potato",11.329,NA,NA,2018,3
2022,4,"Vechta","winter rye","V_AF_r1_1m",NA,532,"dornburg1823","g/m2",1,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rye",5.32,NA,NA,2018,4
2022,4,"Vechta","winter rye","V_AF_r1_24m",NA,599,"dornburg1823","g/m2",24,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rye",5.99,NA,NA,2018,4
2022,4,"Vechta","winter rye","V_AF_r1_4m",NA,501,"dornburg1823","g/m2",4,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rye",5.01,NA,NA,2018,4
2022,4,"Vechta","winter rye","V_AF_r1_7m",NA,526,"dornburg1823","g/m2",7,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rye",5.26,NA,NA,2018,4
2022,4,"Vechta","winter rye","V_AF_r2_1m",NA,599,"dornburg1823","g/m2",1,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rye",5.99,NA,NA,2018,4
2022,4,"Vechta","winter rye","V_AF_r2_24m",NA,619,"dornburg1823","g/m2",24,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rye",6.19,NA,NA,2018,4
2022,4,"Vechta","winter rye","V_AF_r2_4m",NA,562,"dornburg1823","g/m2",4,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rye",5.62,NA,NA,2018,4
2022,4,"Vechta","winter rye","V_AF_r2_7m",NA,551,"dornburg1823","g/m2",7,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rye",5.51,NA,NA,2018,4
2022,4,"Vechta","winter rye","V_AF_r3_1m",NA,656,"dornburg1823","g/m2",1,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rye",6.56,NA,NA,2018,4
2022,4,"Vechta","winter rye","V_AF_r3_24m",NA,755,"dornburg1823","g/m2",24,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rye",7.55,NA,NA,2018,4
2022,4,"Vechta","winter rye","V_AF_r3_4m",NA,651,"dornburg1823","g/m2",4,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rye",6.51,NA,NA,2018,4
2022,4,"Vechta","winter rye","V_AF_r3_7m",NA,679,"dornburg1823","g/m2",7,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rye",6.79,NA,NA,2018,4
2022,4,"Vechta","winter rye","V_AF_r4_1m",NA,521,"dornburg1823","g/m2",1,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rye",5.21,NA,NA,2018,4
2022,4,"Vechta","winter rye","V_AF_r4_24m",NA,741,"dornburg1823","g/m2",24,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rye",7.41,NA,NA,2018,4
2022,4,"Vechta","winter rye","V_AF_r4_4m",NA,645,"dornburg1823","g/m2",4,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rye",6.45,NA,NA,2018,4
2022,4,"Vechta","winter rye","V_AF_r4_7m",NA,662,"dornburg1823","g/m2",7,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rye",6.62,NA,NA,2018,4
2023,9,"Vechta","winter oilseedrape","V_AF_r1_1m",NA,215,"dornburg1823","g/m2",1,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rapeseed",2.15,NA,NA,2018,5
2023,9,"Vechta","winter oilseedrape","V_AF_r1_24m",NA,189,"dornburg1823","g/m2",24,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rapeseed",1.89,NA,NA,2018,5
2023,9,"Vechta","winter oilseedrape","V_AF_r1_4m",NA,278,"dornburg1823","g/m2",4,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rapeseed",2.78,NA,NA,2018,5
2023,9,"Vechta","winter oilseedrape","V_AF_r1_7m",NA,236,"dornburg1823","g/m2",7,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rapeseed",2.36,NA,NA,2018,5
2023,9,"Vechta","winter oilseedrape","V_AF_r2_1m",NA,277,"dornburg1823","g/m2",1,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rapeseed",2.77,NA,NA,2018,5
2023,9,"Vechta","winter oilseedrape","V_AF_r2_24m",NA,232,"dornburg1823","g/m2",24,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rapeseed",2.32,NA,NA,2018,5
2023,9,"Vechta","winter oilseedrape","V_AF_r2_4m",NA,293,"dornburg1823","g/m2",4,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rapeseed",2.93,NA,NA,2018,5
2023,9,"Vechta","winter oilseedrape","V_AF_r2_7m",NA,279,"dornburg1823","g/m2",7,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rapeseed",2.79,NA,NA,2018,5
2023,9,"Vechta","winter oilseedrape","V_AF_r3_1m",NA,283,"dornburg1823","g/m2",1,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rapeseed",2.83,NA,NA,2018,5
2023,9,"Vechta","winter oilseedrape","V_AF_r3_24m",NA,334,"dornburg1823","g/m2",24,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rapeseed",3.34,NA,NA,2018,5
2023,9,"Vechta","winter oilseedrape","V_AF_r3_4m",NA,363,"dornburg1823","g/m2",4,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rapeseed",3.63,NA,NA,2018,5
2023,9,"Vechta","winter oilseedrape","V_AF_r3_7m",NA,360,"dornburg1823","g/m2",7,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rapeseed",3.6,NA,NA,2018,5
2023,9,"Vechta","winter oilseedrape","V_AF_r4_1m",NA,89.1,"dornburg1823","g/m2",1,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rapeseed",0.891,NA,NA,2018,5
2023,9,"Vechta","winter oilseedrape","V_AF_r4_24m",NA,297,"dornburg1823","g/m2",24,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rapeseed",2.97,NA,NA,2018,5
2023,9,"Vechta","winter oilseedrape","V_AF_r4_4m",NA,227,"dornburg1823","g/m2",4,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rapeseed",2.27,NA,NA,2018,5
2023,9,"Vechta","winter oilseedrape","V_AF_r4_7m",NA,341,"dornburg1823","g/m2",7,"Vechta",52.758056,8.534722,NA,NA,"poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rapeseed",3.41,NA,NA,2018,5
2016,NA,NA,"winter barley","R_AF_r1_1m",194.43,301.79,"reiffenhausen16","g/m2 per year",1,"Reiffenhausen",51.666667,9.983333,NA,"Eutric Cambisol","poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"barley",3.0179,1.9443,NA,2015,1
2017,NA,NA,"rapeseed","R_AF_r1_1m",69.64,216.84,"reiffenhausen16","g/m2 per year",1,"Reiffenhausen",51.666667,9.983333,NA,"Eutric Cambisol","poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rapeseed",2.1684,0.6964,NA,2015,2
2016,NA,NA,"winter barley","R_AF_r1_4m",307.96,623.51,"reiffenhausen16","g/m2 per year",4,"Reiffenhausen",51.666667,9.983333,NA,"Eutric Cambisol","poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"barley",6.2351,3.0796,NA,2015,1
2017,NA,NA,"rapeseed","R_AF_r1_4m",181.09,312.28,"reiffenhausen16","g/m2 per year",4,"Reiffenhausen",51.666667,9.983333,NA,"Eutric Cambisol","poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rapeseed",3.1228,1.8109,NA,2015,2
2016,NA,NA,"winter barley","R_AF_r1_7m",325.65,659.27,"reiffenhausen16","g/m2 per year",7,"Reiffenhausen",51.666667,9.983333,NA,"Eutric Cambisol","poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"barley",6.5927,3.2565,NA,2015,1
2017,NA,NA,"rapeseed","R_AF_r1_7m",152.61,320.07,"reiffenhausen16","g/m2 per year",7,"Reiffenhausen",51.666667,9.983333,NA,"Eutric Cambisol","poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rapeseed",3.2007,1.5261,NA,2015,2
2016,NA,NA,"winter barley","R_AF_r2_1m",244.79,328.76,"reiffenhausen16","g/m2 per year",1,"Reiffenhausen",51.666667,9.983333,NA,"Eutric Cambisol","poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"barley",3.2876,2.4479,NA,2015,1
2017,NA,NA,"rapeseed","R_AF_r2_1m",69.47,211.2,"reiffenhausen16","g/m2 per year",1,"Reiffenhausen",51.666667,9.983333,NA,"Eutric Cambisol","poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rapeseed",2.112,0.6947,NA,2015,2
2016,NA,NA,"winter barley","R_AF_r2_4m",298.82,545.6,"reiffenhausen16","g/m2 per year",4,"Reiffenhausen",51.666667,9.983333,NA,"Eutric Cambisol","poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"barley",5.456,2.9882,NA,2015,1
2017,NA,NA,"rapeseed","R_AF_r2_4m",107.84,292.84,"reiffenhausen16","g/m2 per year",4,"Reiffenhausen",51.666667,9.983333,NA,"Eutric Cambisol","poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rapeseed",2.9284,1.0784,NA,2015,2
