"year","tree_age_years","site","crop","plot","yield_straw","yield","data_id","yield_unit","distance_to_tree_strip","field","lat","lon","orientation","soil_type","tree_species","fertilizer","sample_name_db","row","transect","direction","yield_total","aspect","sd_yield","n","crop_unified","yield_tha","yield_straw_tha","yield_total_tha","harvestyear","treeage"
2021,NA,"Wendhausen","summer barley","W-AF-r1",2.966666667,6.348684152,"wendhausen21","t/ha",7,"Wendhausen",52.333357,10.632363,"lee","Pelosol","poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"barley",6.348684152,2.966666667,NA,2021,0
2021,NA,"Wendhausen","summer barley","W-AF-r1",5.333333333,6.166588787,"wendhausen21","t/ha",24,"Wendhausen",52.333357,10.632363,"lee","Pelosol","poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"barley",6.166588787,5.333333333,NA,2021,0
2021,NA,"Wendhausen","summer barley","W-AF-r2",1.066666667,1.816700332,"wendhausen21","t/ha",1,"Wendhausen",52.333357,10.632363,"luv","Pelosol","poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"barley",1.816700332,1.066666667,NA,2021,0
2021,NA,"Wendhausen","summer barley","W-AF-r2",3.033333333,3.797623786,"wendhausen21","t/ha",4,"Wendhausen",52.333357,10.632363,"luv","Pelosol","poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"barley",3.797623786,3.033333333,NA,2021,0
2021,NA,"Wendhausen","summer barley","W-AF-r2",4.133333333,4.769515276,"wendhausen21","t/ha",7,"Wendhausen",52.333357,10.632363,"luv","Pelosol","poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"barley",4.769515276,4.133333333,NA,2021,0
2021,NA,"Wendhausen","summer barley","W-AF-r2",4.3,3.298008267,"wendhausen21","t/ha",24,"Wendhausen",52.333357,10.632363,"luv","Pelosol","poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"barley",3.298008267,4.3,NA,2021,0
2021,NA,"Wendhausen","summer barley","W-AF-r3",3,4.790264704,"wendhausen21","t/ha",1,"Wendhausen",52.333357,10.632363,"lee","Pelosol","poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"barley",4.790264704,3,NA,2021,0
2021,NA,"Wendhausen","summer barley","W-AF-r3",3.733333333,5.751718644,"wendhausen21","t/ha",4,"Wendhausen",52.333357,10.632363,"lee","Pelosol","poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"barley",5.751718644,3.733333333,NA,2021,0
2021,NA,"Wendhausen","summer barley","W-AF-r3",2.866666667,5.88063899,"wendhausen21","t/ha",7,"Wendhausen",52.333357,10.632363,"lee","Pelosol","poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"barley",5.88063899,2.866666667,NA,2021,0
2021,NA,"Wendhausen","summer barley","W-AF-r3",2.666666667,5.438716733,"wendhausen21","t/ha",24,"Wendhausen",52.333357,10.632363,"lee","Pelosol","poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"barley",5.438716733,2.666666667,NA,2021,0
2021,NA,"Wendhausen","summer barley","W-AF-r4",1.766666667,2.611792932,"wendhausen21","t/ha",1,"Wendhausen",52.333357,10.632363,"luv","Pelosol","poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"barley",2.611792932,1.766666667,NA,2021,0
2021,NA,"Wendhausen","summer barley","W-AF-r4",4.133333333,5.66745339,"wendhausen21","t/ha",4,"Wendhausen",52.333357,10.632363,"luv","Pelosol","poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"barley",5.66745339,4.133333333,NA,2021,0
2021,NA,"Wendhausen","summer barley","W-AF-r4",4.066666667,6.300342209,"wendhausen21","t/ha",7,"Wendhausen",52.333357,10.632363,"luv","Pelosol","poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"barley",6.300342209,4.066666667,NA,2021,0
2021,NA,"Wendhausen","summer barley","W-AF-r4",3.4,5.889452225,"wendhausen21","t/ha",24,"Wendhausen",52.333357,10.632363,"luv","Pelosol","poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"barley",5.889452225,3.4,NA,2021,0
2022,NA,"Wendhausen","oil rape","W-AF-r1",NA,1.69370064599445,"wendhausen22","t/ha",1,"Wendhausen",52.333357,10.632363,"lee","Pelosol","poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rapeseed",1.69370064599445,NA,NA,2021,1
2022,NA,"Wendhausen","oil rape","W-AF-r1",NA,4.05791728024932,"wendhausen22","t/ha",4,"Wendhausen",52.333357,10.632363,"lee","Pelosol","poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rapeseed",4.05791728024932,NA,NA,2021,1
2022,NA,"Wendhausen","oil rape","W-AF-r1",NA,4.52167567888739,"wendhausen22","t/ha",7,"Wendhausen",52.333357,10.632363,"lee","Pelosol","poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rapeseed",4.52167567888739,NA,NA,2021,1
2022,NA,"Wendhausen","oil rape","W-AF-r1",NA,4.3354737108111,"wendhausen22","t/ha",24,"Wendhausen",52.333357,10.632363,"lee","Pelosol","poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rapeseed",4.3354737108111,NA,NA,2021,1
2022,NA,"Wendhausen","oil rape","W-AF-r2",NA,1.43976503327556,"wendhausen22","t/ha",1,"Wendhausen",52.333357,10.632363,"luv","Pelosol","poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rapeseed",1.43976503327556,NA,NA,2021,1
2022,NA,"Wendhausen","oil rape","W-AF-r2",NA,3.16220160882739,"wendhausen22","t/ha",4,"Wendhausen",52.333357,10.632363,"luv","Pelosol","poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rapeseed",3.16220160882739,NA,NA,2021,1
2022,NA,"Wendhausen","oil rape","W-AF-r2",NA,4.04690860966857,"wendhausen22","t/ha",7,"Wendhausen",52.333357,10.632363,"luv","Pelosol","poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rapeseed",4.04690860966857,NA,NA,2021,1
2022,NA,"Wendhausen","oil rape","W-AF-r2",NA,3.79230689850425,"wendhausen22","t/ha",24,"Wendhausen",52.333357,10.632363,"luv","Pelosol","poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rapeseed",3.79230689850425,NA,NA,2021,1
2022,NA,"Wendhausen","oil rape","W-AF-r3",NA,1.21019220529722,"wendhausen22","t/ha",1,"Wendhausen",52.333357,10.632363,"lee","Pelosol","poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rapeseed",1.21019220529722,NA,NA,2021,1
2022,NA,"Wendhausen","oil rape","W-AF-r3",NA,3.53841385098331,"wendhausen22","t/ha",4,"Wendhausen",52.333357,10.632363,"lee","Pelosol","poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rapeseed",3.53841385098331,NA,NA,2021,1
2022,NA,"Wendhausen","oil rape","W-AF-r3",NA,2.95579978391428,"wendhausen22","t/ha",7,"Wendhausen",52.333357,10.632363,"lee","Pelosol","poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rapeseed",2.95579978391428,NA,NA,2021,1
2022,NA,"Wendhausen","oil rape","W-AF-r3",NA,3.69427934301629,"wendhausen22","t/ha",24,"Wendhausen",52.333357,10.632363,"lee","Pelosol","poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rapeseed",3.69427934301629,NA,NA,2021,1
2022,NA,"Wendhausen","oil rape","W-AF-r4",NA,2.47164634822033,"wendhausen22","t/ha",1,"Wendhausen",52.333357,10.632363,"luv","Pelosol","poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rapeseed",2.47164634822033,NA,NA,2021,1
2022,NA,"Wendhausen","oil rape","W-AF-r4",NA,4.19234431503997,"wendhausen22","t/ha",4,"Wendhausen",52.333357,10.632363,"luv","Pelosol","poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rapeseed",4.19234431503997,NA,NA,2021,1
2022,NA,"Wendhausen","oil rape","W-AF-r4",NA,5.04262632415108,"wendhausen22","t/ha",7,"Wendhausen",52.333357,10.632363,"luv","Pelosol","poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rapeseed",5.04262632415108,NA,NA,2021,1
2022,NA,"Wendhausen","oil rape","W-AF-r4",NA,4.86856806634269,"wendhausen22","t/ha",24,"Wendhausen",52.333357,10.632363,"luv","Pelosol","poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rapeseed",4.86856806634269,NA,NA,2021,1
2023,NA,"Wendhausen","sillage maize","W-AF-r1",NA,1.72218365315959,"wendhausen23","t/ha",1,"Wendhausen",52.333357,10.632363,"lee","Pelosol","poplar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"maize",1.72218365315959,NA,NA,2021,2
