"swf_d100","swf_d200","swf_d300","swf_d400","swf_d500","swf_d600","swf_d700","swf_d800","swf_d900","swf_d1000"
0.00400262467191601,0.000811641254565482,0.00416731781007449,0.00575933531605532,0.00120903320523338,0.000557147405284941,0.00265555268690296,0.000824912353062487,0.00431395273968192,0.0084773986496715
0.00400262467191601,0.000811641254565482,0.00416731781007449,0.00575933531605532,0.00120903320523338,0.000557147405284941,0.00265555268690296,0.000824912353062487,0.00431395273968192,0.0084773986496715
0.00400262467191601,0.000811641254565482,0.00416731781007449,0.00575933531605532,0.00120903320523338,0.000557147405284941,0.00265555268690296,0.000824912353062487,0.00431395273968192,0.0084773986496715
0.00400262467191601,0.000811641254565482,0.00416731781007449,0.00575933531605532,0.00120903320523338,0.000557147405284941,0.00265555268690296,0.000824912353062487,0.00431395273968192,0.0084773986496715
0.0390165962271931,0.0210511895520343,0.0132743362831858,0.01811970889648,0.015114462332722,0.0161229728883601,0.0271862124992746,0.0261513914054683,0.0214479248436353,0.0274615347973134
0.0390165962271931,0.0210511895520343,0.0132743362831858,0.01811970889648,0.015114462332722,0.0161229728883601,0.0271862124992746,0.0261513914054683,0.0214479248436353,0.0274615347973134
0.0390165962271931,0.0210511895520343,0.0132743362831858,0.01811970889648,0.015114462332722,0.0161229728883601,0.0271862124992746,0.0261513914054683,0.0214479248436353,0.0274615347973134
0.0390165962271931,0.0210511895520343,0.0132743362831858,0.01811970889648,0.015114462332722,0.0161229728883601,0.0271862124992746,0.0261513914054683,0.0214479248436353,0.0274615347973134
0.0390165962271931,0.0210511895520343,0.0132743362831858,0.01811970889648,0.015114462332722,0.0161229728883601,0.0271862124992746,0.0261513914054683,0.0214479248436353,0.0274615347973134
0.0390165962271931,0.0210511895520343,0.0132743362831858,0.01811970889648,0.015114462332722,0.0161229728883601,0.0271862124992746,0.0261513914054683,0.0214479248436353,0.0274615347973134
0.0390165962271931,0.0210511895520343,0.0132743362831858,0.01811970889648,0.015114462332722,0.0161229728883601,0.0271862124992746,0.0261513914054683,0.0214479248436353,0.0274615347973134
0.0390165962271931,0.0210511895520343,0.0132743362831858,0.01811970889648,0.015114462332722,0.0161229728883601,0.0271862124992746,0.0261513914054683,0.0214479248436353,0.0274615347973134
0.0390165962271931,0.0210511895520343,0.0132743362831858,0.01811970889648,0.015114462332722,0.0161229728883601,0.0271862124992746,0.0261513914054683,0.0214479248436353,0.0274615347973134
0.0390165962271931,0.0210511895520343,0.0132743362831858,0.01811970889648,0.015114462332722,0.0161229728883601,0.0271862124992746,0.0261513914054683,0.0214479248436353,0.0274615347973134
0.0390165962271931,0.0210511895520343,0.0132743362831858,0.01811970889648,0.015114462332722,0.0161229728883601,0.0271862124992746,0.0261513914054683,0.0214479248436353,0.0274615347973134
0.0390165962271931,0.0210511895520343,0.0132743362831858,0.01811970889648,0.015114462332722,0.0161229728883601,0.0271862124992746,0.0261513914054683,0.0214479248436353,0.0274615347973134
0.0459746417895062,0.0160281291383168,0.0190511307767945,0.0278107827120154,0.0224509204537735,0.0366915033498215,0.0460453780537341,0.0413770722340915,0.0370210934136892,0.0289382175010718
0.0459746417895062,0.0160281291383168,0.0190511307767945,0.0278107827120154,0.0224509204537735,0.0366915033498215,0.0460453780537341,0.0413770722340915,0.0370210934136892,0.0289382175010718
0.0459746417895062,0.0160281291383168,0.0190511307767945,0.0278107827120154,0.0224509204537735,0.0366915033498215,0.0460453780537341,0.0413770722340915,0.0370210934136892,0.0289382175010718
0.0459746417895062,0.0160281291383168,0.0190511307767945,0.0278107827120154,0.0224509204537735,0.0366915033498215,0.0460453780537341,0.0413770722340915,0.0370210934136892,0.0289382175010718
0.0459746417895062,0.0160281291383168,0.0190511307767945,0.0278107827120154,0.0224509204537735,0.0366915033498215,0.0460453780537341,0.0413770722340915,0.0370210934136892,0.0289382175010718
0.0459746417895062,0.0160281291383168,0.0190511307767945,0.0278107827120154,0.0224509204537735,0.0366915033498215,0.0460453780537341,0.0413770722340915,0.0370210934136892,0.0289382175010718
0.0459746417895062,0.0160281291383168,0.0190511307767945,0.0278107827120154,0.0224509204537735,0.0366915033498215,0.0460453780537341,0.0413770722340915,0.0370210934136892,0.0289382175010718
0.0459746417895062,0.0160281291383168,0.0190511307767945,0.0278107827120154,0.0224509204537735,0.0366915033498215,0.0460453780537341,0.0413770722340915,0.0370210934136892,0.0289382175010718
0.0459746417895062,0.0160281291383168,0.0190511307767945,0.0278107827120154,0.0224509204537735,0.0366915033498215,0.0460453780537341,0.0413770722340915,0.0370210934136892,0.0289382175010718
0.0459746417895062,0.0160281291383168,0.0190511307767945,0.0278107827120154,0.0224509204537735,0.0366915033498215,0.0460453780537341,0.0413770722340915,0.0370210934136892,0.0289382175010718
0.0459746417895062,0.0160281291383168,0.0190511307767945,0.0278107827120154,0.0224509204537735,0.0366915033498215,0.0460453780537341,0.0413770722340915,0.0370210934136892,0.0289382175010718
0.0459746417895062,0.0160281291383168,0.0190511307767945,0.0278107827120154,0.0224509204537735,0.0366915033498215,0.0460453780537341,0.0413770722340915,0.0370210934136892,0.0289382175010718
0.0459746417895062,0.0160281291383168,0.0190511307767945,0.0278107827120154,0.0224509204537735,0.0366915033498215,0.0460453780537341,0.0413770722340915,0.0370210934136892,0.0289382175010718
0.0459746417895062,0.0160281291383168,0.0190511307767945,0.0278107827120154,0.0224509204537735,0.0366915033498215,0.0460453780537341,0.0413770722340915,0.0370210934136892,0.0289382175010718
0.0459746417895062,0.0160281291383168,0.0190511307767945,0.0278107827120154,0.0224509204537735,0.0366915033498215,0.0460453780537341,0.0413770722340915,0.0370210934136892,0.0289382175010718
0.0459746417895062,0.0160281291383168,0.0190511307767945,0.0278107827120154,0.0224509204537735,0.0366915033498215,0.0460453780537341,0.0413770722340915,0.0370210934136892,0.0289382175010718
0.0459746417895062,0.0160281291383168,0.0190511307767945,0.0278107827120154,0.0224509204537735,0.0366915033498215,0.0460453780537341,0.0413770722340915,0.0370210934136892,0.0289382175010718
0.0459746417895062,0.0160281291383168,0.0190511307767945,0.0278107827120154,0.0224509204537735,0.0366915033498215,0.0460453780537341,0.0413770722340915,0.0370210934136892,0.0289382175010718
0.0459746417895062,0.0160281291383168,0.0190511307767945,0.0278107827120154,0.0224509204537735,0.0366915033498215,0.0460453780537341,0.0413770722340915,0.0370210934136892,0.0289382175010718
0.0206482395524844,0.0355954992569528,0.0309259144258834,0.0787144595641111,0.0619111709286676,0.0499591614484073,0.0485610761734205,0.0632190542152449,0.0425326417456627,0.0263245807443041
0.0206482395524844,0.0355954992569528,0.0309259144258834,0.0787144595641111,0.0619111709286676,0.0499591614484073,0.0485610761734205,0.0632190542152449,0.0425326417456627,0.0263245807443041
0.0206482395524844,0.0355954992569528,0.0309259144258834,0.0787144595641111,0.0619111709286676,0.0499591614484073,0.0485610761734205,0.0632190542152449,0.0425326417456627,0.0263245807443041
0.0206482395524844,0.0355954992569528,0.0309259144258834,0.0787144595641111,0.0619111709286676,0.0499591614484073,0.0485610761734205,0.0632190542152449,0.0425326417456627,0.0263245807443041
0.0209047958060967,0.0291462327240303,0.019047619047619,0.0310475279384268,0.0400564949586096,0.0396343640648432,0.0379323899371069,0.0501907125991403,0.0333492809501027,0.0294875164257556
0.0209047958060967,0.0291462327240303,0.019047619047619,0.0310475279384268,0.0400564949586096,0.0396343640648432,0.0379323899371069,0.0501907125991403,0.0333492809501027,0.0294875164257556
0.0209047958060967,0.0291462327240303,0.019047619047619,0.0310475279384268,0.0400564949586096,0.0396343640648432,0.0379323899371069,0.0501907125991403,0.0333492809501027,0.0294875164257556
